zoneid,81sas100929,81sas100930,81sas100931,81sas100932,81sas100933,81sas100934,81sas100935,81sas100936,81sas100937,81sas100938,81sas100939,81sas100940,81sas100941,81sas100942,81sas100943,81sas100944,81sas100945,81sas100946,81sas100947,81sas100948,81sas100949,81sas100950,81sas100951,81sas100952,81sas100953,81sas100954,81sas100955,81sas100956,81sas100957,81sas100958,81sas100959,81sas100960,81sas100961,81sas100962,81sas100963,81sas100964,81sas100965,81sas100966,81sas100967,81sas100968,81sas100969,81sas100970,81sas100971,81sas100972,81sas100973,81sas100974,81sas100975,81sas100976,81sas100977,81sas100978,81sas100979,81sas100980,81sas100981,81sas100982,81sas100983,81sas100984,81sas100985,81sas100986,81sas100987,81sas100988,81sas100989,81sas100990,81sas100991,81sas100992,81sas100993,81sas100994,81sas100995,81sas100996,81sas100997,81sas100998,81sas100999,81sas101000,81sas101001,81sas101002,81sas101003,81sas101004,81sas101005,81sas101006,81sas101007,81sas101008,81sas101009,81sas101010,81sas101011,81sas101012,81sas101013,81sas101014,81sas101015,81sas101016,81sas101017,81sas101018,81sas101019,81sas101020,81sas101021,81sas101022,81sas101023,81sas101024,81sas101025,81sas101026,81sas101027,81sas101028,81sas101029,81sas101030,81sas101031,81sas101032,81sas101033,81sas101034,81sas101035,81sas101036,81sas101037,81sas101038,81sas101039,81sas101040,81sas101041,81sas101042,81sas101043,81sas101044,81sas101045,81sas101046,81sas101047,81sas101048,81sas101049,81sas101050,81sas101051,81sas101052,81sas101053,81sas101054,81sas101055,81sas101056,81sas101057,81sas101058,81sas101059,81sas101060,81sas101061,81sas101062,81sas101063,81sas101064,81sas101065,81sas101066,81sas101067,81sas101068,81sas101069,81sas101070,81sas101071,81sas101072,81sas101073,81sas101074,81sas101075,81sas101076,81sas101077,81sas101078,81sas101079,81sas101080,81sas101081,81sas101082,81sas101083,81sas101084,81sas101085,81sas101086,81sas101087,81sas101088,81sas101089,81sas101090,81sas101091,81sas101092,81sas101093,81sas101094,81sas101095,81sas101096,81sas101097,81sas101098,81sas101099,81sas101100,81sas101101,81sas101102,81sas101103,81sas101104,81sas101105,81sas101106,81sas101107,81sas101108,81sas101109,81sas101110,81sas101111,81sas101112,81sas101113,81sas101114,81sas101115,81sas101116,81sas101117,81sas101118,81sas101119,81sas101120,81sas101121,81sas101122,81sas101123,81sas101124,81sas101125,81sas101126,81sas101127,81sas101128,81sas101129,81sas101130,81sas101131,81sas101132,81sas101133,81sas101134,81sas101135,81sas101136,81sas101137,81sas101138,81sas101139,81sas101140,81sas101141,81sas101142,81sas101143,81sas101144,81sas101145,81sas101146,81sas101147,81sas101148
03BNAC37  ,187,187,0,0,0,0,0,0,493,493,0,0,0,0,0,0,0,4,0,33,121,296,187,187,0,0,0,0,0,0,493,493,0,0,0,0,0,0,6,6,0,0,0,0,0,0,12,12,0,0,0,0,0,0,177,177,0,0,0,0,0,0,470,470,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,33,0,0,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,296,1,1,119,292,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAC38  ,165,164,1,0,0,0,0,1,490,488,2,0,0,0,0,2,1,11,5,65,97,263,165,164,1,0,0,0,0,1,490,488,2,0,0,0,0,2,2,2,0,0,0,0,0,0,15,15,0,0,0,0,0,0,163,162,1,0,0,0,0,1,475,473,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,65,0,1,0,7,1,10,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,263,0,0,97,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAC39  ,164,164,0,0,0,0,0,0,500,500,0,0,0,0,0,0,1,11,18,71,91,268,164,164,0,0,0,0,0,0,500,500,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,161,161,0,0,0,0,0,0,491,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,18,71,0,0,0,0,1,11,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,268,1,3,90,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAC40  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD01  ,173,172,0,1,0,1,0,0,467,466,0,1,0,1,0,0,2,8,10,49,108,245,173,172,0,1,0,1,0,0,467,466,0,1,0,1,0,0,7,7,0,0,0,0,0,0,27,27,0,0,0,0,0,0,163,162,0,1,0,1,0,0,435,434,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,49,0,0,0,0,2,8,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,245,1,2,107,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD02  ,219,218,0,1,0,1,0,0,780,778,0,2,0,2,0,0,6,20,50,141,153,500,219,218,0,1,0,1,0,0,780,778,0,2,0,2,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,218,217,0,1,0,1,0,0,776,774,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,50,141,0,0,0,0,6,20,50,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,500,0,0,153,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD03  ,157,157,0,0,0,0,0,0,427,427,0,0,0,0,0,0,7,5,25,30,93,220,157,157,0,0,0,0,0,0,427,427,0,0,0,0,0,0,26,26,0,0,0,0,0,0,87,87,0,0,0,0,0,0,119,119,0,0,0,0,0,0,305,305,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,12,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,5,25,30,2,2,8,13,3,3,12,17,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,93,220,5,9,85,199,1,3,0,0,0,0,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD04  ,233,232,0,1,0,1,0,0,584,582,0,2,0,2,0,0,0,12,0,61,170,393,233,232,0,1,0,1,0,0,584,582,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,231,230,0,1,0,1,0,0,576,574,0,2,0,2,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,61,0,0,0,0,0,12,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,393,1,5,167,387,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD05  ,197,152,2,21,22,26,39,2,407,321,2,38,46,54,76,2,6,2,23,4,86,146,197,152,2,21,22,26,39,2,407,321,2,38,46,54,76,2,62,62,0,0,0,0,0,0,128,128,0,0,0,0,0,0,6,5,0,1,0,0,1,0,11,10,0,1,0,0,1,0,30,29,0,1,0,0,1,0,42,40,0,2,0,0,2,0,2,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,17,17,0,0,0,0,0,0,47,47,0,0,0,0,0,0,69,27,1,19,22,26,37,1,139,56,2,35,46,54,73,2,11,10,1,0,0,0,0,1,30,30,0,0,0,0,0,0,6,2,23,4,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,1,2,5,4,1,0,4,0,2,0,8,0,86,146,24,45,4,9,13,16,0,0,2,4,42,69,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD06  ,216,203,3,9,1,1,10,2,493,467,4,21,1,1,22,1,0,2,0,10,97,190,216,203,3,9,1,1,10,2,493,467,4,21,1,1,22,1,171,168,1,2,0,0,2,0,406,398,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,32,24,0,7,1,1,8,0,67,50,0,16,1,1,17,0,10,8,2,0,0,0,0,2,15,14,1,0,0,0,0,1,0,2,0,10,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,190,66,134,0,0,0,0,1,0,0,0,25,46,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD07  ,189,189,0,0,0,0,0,0,487,487,0,0,0,0,0,0,1,4,5,17,127,284,189,189,0,0,0,0,0,0,487,487,0,0,0,0,0,0,27,27,0,0,0,0,0,0,79,79,0,0,0,0,0,0,161,161,0,0,0,0,0,0,407,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,17,0,0,0,0,1,4,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,284,8,15,119,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD08  ,173,170,0,3,0,1,2,0,446,436,0,10,0,5,5,0,0,7,0,38,105,215,173,170,0,3,0,1,2,0,446,436,0,10,0,5,5,0,31,31,0,0,0,0,0,0,87,87,0,0,0,0,0,0,139,136,0,3,0,1,2,0,347,337,0,10,0,5,5,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,38,0,2,0,9,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,215,8,16,95,194,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD09  ,203,203,0,0,0,0,0,0,553,553,0,0,0,0,0,0,0,6,0,38,113,278,203,203,0,0,0,0,0,0,553,553,0,0,0,0,0,0,70,70,0,0,0,0,0,0,204,204,0,0,0,0,0,0,128,128,0,0,0,0,0,0,340,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0,38,0,1,0,7,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,278,15,31,96,244,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD10  ,219,219,0,0,0,0,0,0,590,590,0,0,0,0,0,0,1,4,8,18,90,178,219,219,0,0,0,0,0,0,590,590,0,0,0,0,0,0,135,135,0,0,0,0,0,0,386,386,0,0,0,0,0,0,60,60,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,11,0,0,0,0,0,0,14,14,0,0,0,0,0,0,25,25,0,0,0,0,0,0,6,6,0,0,0,0,0,0,13,13,0,0,0,0,0,0,1,4,8,18,0,3,0,12,1,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,178,35,68,41,90,0,0,0,0,2,4,8,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD11  ,171,134,37,0,0,0,0,37,266,228,38,0,0,0,0,38,2,1,4,3,88,102,171,134,37,0,0,0,0,37,266,228,38,0,0,0,0,38,48,46,2,0,0,0,0,2,104,102,2,0,0,0,0,2,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,65,65,0,0,0,0,0,0,72,37,35,0,0,0,0,35,90,54,36,0,0,0,0,36,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,88,102,12,13,4,3,0,0,0,0,0,0,27,31,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD12  ,147,123,24,0,0,0,0,22,339,314,25,0,0,0,0,24,2,3,5,16,75,137,147,123,24,0,0,0,0,22,339,314,25,0,0,0,0,24,66,66,0,0,0,0,0,0,187,187,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,17,16,1,0,0,0,0,0,35,34,1,0,0,0,0,0,59,36,23,0,0,0,0,22,102,78,24,0,0,0,0,24,2,3,5,16,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,1,5,4,75,137,22,49,2,9,0,0,0,0,2,3,12,17,37,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD13  ,170,96,65,4,5,7,7,64,281,180,82,9,10,11,18,79,5,2,9,9,101,141,170,96,65,4,5,7,7,64,281,180,82,9,10,11,18,79,36,35,0,0,1,1,1,0,79,77,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,14,8,0,2,4,4,6,0,25,10,0,8,7,7,15,0,118,51,65,2,0,2,0,64,168,84,82,1,1,2,1,79,5,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,1,9,3,101,141,14,28,0,0,0,0,1,1,0,0,10,14,76,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD14  ,179,179,0,0,0,0,0,0,481,481,0,0,0,0,0,0,2,6,8,39,109,250,179,179,0,0,0,0,0,0,481,481,0,0,0,0,0,0,16,16,0,0,0,0,0,0,38,38,0,0,0,0,0,0,161,161,0,0,0,0,0,0,429,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,39,0,0,0,0,2,6,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,250,5,8,104,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD15  ,196,196,0,0,0,0,0,0,539,539,0,0,0,0,0,0,0,12,0,68,108,266,196,196,0,0,0,0,0,0,539,539,0,0,0,0,0,0,15,15,0,0,0,0,0,0,44,44,0,0,0,0,0,0,181,181,0,0,0,0,0,0,495,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,68,0,1,0,6,0,11,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,266,2,4,106,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD16  ,207,206,0,1,0,1,0,0,584,583,0,1,0,1,0,0,2,16,15,105,137,342,207,206,0,1,0,1,0,0,584,583,0,1,0,1,0,0,22,22,0,0,0,0,0,0,49,49,0,0,0,0,0,0,185,184,0,1,0,1,0,0,535,534,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,15,105,0,1,0,5,2,15,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,342,11,20,126,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD17  ,240,238,1,1,0,0,1,0,677,675,1,1,0,0,1,0,3,15,24,99,163,429,240,238,1,1,0,0,1,0,677,675,1,1,0,0,1,0,11,11,0,0,0,0,0,0,37,37,0,0,0,0,0,0,221,219,1,1,0,0,1,0,622,620,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,12,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,15,24,99,0,0,0,0,3,15,24,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,429,4,12,159,416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD18  ,215,211,0,4,0,1,3,0,609,604,0,5,0,2,3,0,3,13,23,86,132,323,215,211,0,4,0,1,3,0,609,604,0,5,0,2,3,0,34,32,0,2,0,1,1,0,86,83,0,3,0,2,1,0,179,178,0,1,0,0,1,0,520,519,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,23,86,0,0,0,0,3,13,23,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,323,10,18,120,302,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD19  ,211,209,1,1,0,1,0,1,523,521,1,1,0,1,0,1,1,6,7,37,90,176,211,209,1,1,0,1,0,1,523,521,1,1,0,1,0,1,105,105,0,0,0,0,0,0,299,299,0,0,0,0,0,0,92,91,0,1,0,1,0,0,200,199,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,6,1,0,0,0,0,1,12,11,1,0,0,0,0,1,1,6,7,37,0,1,0,7,1,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,176,16,27,68,140,0,0,0,0,0,0,2,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD20  ,124,103,20,1,0,1,0,21,270,245,23,2,0,2,0,25,1,2,2,12,66,125,124,103,20,1,0,1,0,21,270,245,23,2,0,2,0,25,40,40,0,0,0,0,0,0,115,115,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,19,17,2,0,0,0,0,2,31,29,2,0,0,0,0,2,58,39,18,1,0,1,0,19,98,75,21,2,0,2,0,23,1,2,2,12,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,2,0,66,125,17,39,1,8,2,3,0,0,0,0,11,21,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD21  ,149,81,68,0,0,0,0,65,230,149,81,0,0,0,0,74,1,2,2,12,91,111,149,81,68,0,0,0,0,65,230,149,81,0,0,0,0,74,28,27,1,0,0,0,0,1,76,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,3,14,10,4,0,0,0,0,3,112,49,63,0,0,0,0,61,140,64,76,0,0,0,0,70,1,2,2,12,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,91,111,10,17,0,0,0,0,0,0,0,0,8,11,73,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD22  ,131,101,30,0,0,0,0,30,216,179,37,0,0,0,0,37,5,3,10,17,78,102,131,101,30,0,0,0,0,30,216,179,37,0,0,0,0,37,30,29,1,0,0,0,0,1,68,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,14,14,0,0,0,0,0,0,19,19,0,0,0,0,0,0,63,34,29,0,0,0,0,29,92,56,36,0,0,0,0,36,5,3,10,17,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,3,78,102,8,9,0,0,13,16,0,0,0,0,10,12,47,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD23  ,188,188,0,0,0,0,0,0,471,471,0,0,0,0,0,0,1,11,8,66,124,284,188,188,0,0,0,0,0,0,471,471,0,0,0,0,0,0,10,10,0,0,0,0,0,0,25,25,0,0,0,0,0,0,177,177,0,0,0,0,0,0,444,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,66,0,0,0,0,1,11,8,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,284,4,13,120,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03BNAD24  ,174,161,12,1,0,1,0,13,332,314,17,1,0,1,0,17,5,3,10,6,53,78,174,161,12,1,0,1,0,13,332,314,17,1,0,1,0,17,64,64,0,0,0,0,0,0,150,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,14,14,0,0,0,0,0,0,21,21,0,0,0,0,0,0,53,40,12,1,0,1,0,13,92,75,16,1,0,1,0,17,5,3,10,6,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,1,0,2,0,4,0,8,0,53,78,19,21,0,0,7,12,0,0,0,0,4,8,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
