zoneid,81sas100929,81sas100930,81sas100931,81sas100932,81sas100933,81sas100934,81sas100935,81sas100936,81sas100937,81sas100938,81sas100939,81sas100940,81sas100941,81sas100942,81sas100943,81sas100944,81sas100945,81sas100946,81sas100947,81sas100948,81sas100949,81sas100950,81sas100951,81sas100952,81sas100953,81sas100954,81sas100955,81sas100956,81sas100957,81sas100958,81sas100959,81sas100960,81sas100961,81sas100962,81sas100963,81sas100964,81sas100965,81sas100966,81sas100967,81sas100968,81sas100969,81sas100970,81sas100971,81sas100972,81sas100973,81sas100974,81sas100975,81sas100976,81sas100977,81sas100978,81sas100979,81sas100980,81sas100981,81sas100982,81sas100983,81sas100984,81sas100985,81sas100986,81sas100987,81sas100988,81sas100989,81sas100990,81sas100991,81sas100992,81sas100993,81sas100994,81sas100995,81sas100996,81sas100997,81sas100998,81sas100999,81sas101000,81sas101001,81sas101002,81sas101003,81sas101004,81sas101005,81sas101006,81sas101007,81sas101008,81sas101009,81sas101010,81sas101011,81sas101012,81sas101013,81sas101014,81sas101015,81sas101016,81sas101017,81sas101018,81sas101019,81sas101020,81sas101021,81sas101022,81sas101023,81sas101024,81sas101025,81sas101026,81sas101027,81sas101028,81sas101029,81sas101030,81sas101031,81sas101032,81sas101033,81sas101034,81sas101035,81sas101036,81sas101037,81sas101038,81sas101039,81sas101040,81sas101041,81sas101042,81sas101043,81sas101044,81sas101045,81sas101046,81sas101047,81sas101048,81sas101049,81sas101050,81sas101051,81sas101052,81sas101053,81sas101054,81sas101055,81sas101056,81sas101057,81sas101058,81sas101059,81sas101060,81sas101061,81sas101062,81sas101063,81sas101064,81sas101065,81sas101066,81sas101067,81sas101068,81sas101069,81sas101070,81sas101071,81sas101072,81sas101073,81sas101074,81sas101075,81sas101076,81sas101077,81sas101078,81sas101079,81sas101080,81sas101081,81sas101082,81sas101083,81sas101084,81sas101085,81sas101086,81sas101087,81sas101088,81sas101089,81sas101090,81sas101091,81sas101092,81sas101093,81sas101094,81sas101095,81sas101096,81sas101097,81sas101098,81sas101099,81sas101100,81sas101101,81sas101102,81sas101103,81sas101104,81sas101105,81sas101106,81sas101107,81sas101108,81sas101109,81sas101110,81sas101111,81sas101112,81sas101113,81sas101114,81sas101115,81sas101116,81sas101117,81sas101118,81sas101119,81sas101120,81sas101121,81sas101122,81sas101123,81sas101124,81sas101125,81sas101126,81sas101127,81sas101128,81sas101129,81sas101130,81sas101131,81sas101132,81sas101133,81sas101134,81sas101135,81sas101136,81sas101137,81sas101138,81sas101139,81sas101140,81sas101141,81sas101142,81sas101143,81sas101144,81sas101145,81sas101146,81sas101147,81sas101148
21        ,220181,211506,660,4509,3506,3985,7536,471,592741,575056,1032,9877,6776,7640,15789,776,938,6786,5670,38211,104864,234503,219877,211446,658,4445,3328,3798,7303,469,591957,574909,1026,9683,6339,7179,15182,770,104806,100864,66,2507,1369,1512,3733,57,293336,285313,205,5262,2556,2836,7538,168,93033,92372,172,333,156,256,389,45,245320,243853,261,857,349,555,1000,102,4797,4509,69,137,82,159,142,16,11040,10531,86,231,192,297,318,29,962,936,7,12,7,7,19,5,3129,3061,19,33,16,16,49,14,4393,3871,15,296,211,220,498,15,14399,12783,27,989,600,623,1566,27,9698,7211,44,1045,1398,1517,2324,45,20748,16138,74,2089,2447,2638,4345,75,2188,1683,285,115,105,127,198,286,3985,3230,354,222,179,214,366,355,841,6764,5266,38125,220,2114,1287,11525,473,3902,3174,22560,17,162,113,933,6,22,29,133,44,260,294,1415,40,276,241,1436,41,28,128,123,104751,234281,29708,63390,62452,145641,3370,6722,59,155,1621,5031,6273,11283,1268,2059,304,60,2,64,178,187,233,2,784,147,6,194,437,461,607,6,97,22,404,86,113,222
22        ,261589,247624,7764,3796,2405,4377,4229,6968,622665,601228,10111,7309,4017,7106,8237,8997,1443,4358,5480,23452,107642,190618,260840,247086,7760,3739,2255,4204,4045,6962,621135,600187,10103,7155,3690,6731,7804,8986,168386,165938,657,1047,744,1238,1297,525,413569,409044,1333,1984,1208,2080,2320,1069,41816,40115,1023,641,37,129,586,626,111535,108483,1117,1863,72,232,1775,692,5370,4999,318,37,16,39,30,250,10432,10015,338,52,27,57,49,263,957,935,9,8,5,8,10,9,2962,2903,27,19,13,16,29,27,4265,4117,95,39,14,22,45,84,12239,11966,145,102,26,45,109,125,27858,23245,1550,1702,1361,2524,1900,1475,50243,43171,2095,2739,2238,3968,3247,1936,12188,7737,4108,265,78,244,177,3993,20155,14605,5048,396,106,333,275,4874,1366,4330,5135,23344,243,1381,1175,7692,282,2088,1763,11886,22,93,85,443,3,32,19,171,22,113,57,636,176,385,588,1653,618,238,1448,863,107384,190244,50893,86745,25060,55534,3603,5694,115,261,958,2092,18468,27991,8287,11927,749,538,4,57,150,173,184,6,1530,1041,8,154,327,375,433,11,77,28,345,108,258,374
23        ,525711,509927,4654,5848,5282,7097,9315,3123,1444300,1416239,6621,12189,9251,12351,18340,4751,1617,10271,7972,58288,156560,305074,522577,507448,4643,5658,4828,6561,8753,3117,1437715,1411324,6599,11724,8068,11005,16855,4739,335260,330204,558,2401,2097,2898,3697,428,954355,944723,1176,4812,3644,5040,7060,899,138556,135491,1452,1499,114,418,1309,332,373684,367898,1799,3772,215,768,3434,612,5916,5581,251,53,31,66,49,135,12352,11944,277,81,50,96,85,155,1549,1510,10,20,9,10,28,9,4836,4746,25,46,19,21,63,23,9153,8920,70,102,61,82,142,63,27981,27482,139,251,109,167,302,114,24105,19698,649,1413,2345,2844,3259,557,48648,41360,1022,2489,3777,4551,5492,874,8038,6044,1653,170,171,243,269,1593,15859,13171,2161,273,254,362,419,2062,1354,10133,6862,57734,395,4199,2353,23948,604,5102,3407,29529,20,119,92,608,6,36,35,193,32,239,140,1325,81,317,324,1609,216,121,511,522,155559,303468,65738,121220,67471,144623,3674,6009,113,252,1804,4678,12943,20533,3816,6153,3134,2479,11,190,454,536,562,6,6585,4915,22,465,1183,1346,1485,12,263,138,1110,554,1001,1606
24        ,179479,172470,1888,2392,2729,3538,4312,1689,486561,473576,2902,5150,4933,6401,8615,2550,680,3840,3477,22164,52532,103227,177400,170846,1879,2240,2435,3206,3904,1684,482284,470261,2890,4846,4287,5690,7730,2544,114727,111749,259,1354,1365,1795,2289,207,319548,313695,679,2784,2390,3181,4383,531,39896,39374,156,291,75,130,311,87,110899,109474,250,968,207,360,1022,164,3219,3127,66,11,15,22,19,44,6446,6328,74,24,20,31,33,50,978,961,5,4,8,8,12,5,3180,3132,16,8,24,24,32,16,4298,4221,25,33,19,25,46,23,13221,13040,58,82,41,52,112,54,9405,7820,243,445,897,1112,1127,229,20150,17415,395,829,1511,1864,1987,368,4877,3594,1125,102,56,114,100,1089,8840,7177,1418,151,94,178,161,1361,557,3740,2960,21769,142,1346,872,7967,219,2011,1492,11884,13,46,58,251,2,19,13,104,6,87,33,505,39,144,159,700,136,87,333,358,51838,102160,21959,40607,21076,47342,1790,2711,51,132,641,1548,4138,6607,2183,3213,2079,1624,9,152,294,332,408,5,4277,3315,12,304,646,711,885,6,123,100,517,395,694,1067
25        ,512260,494667,6035,6766,4792,6353,9997,5037,1409624,1377531,9051,14437,8605,11411,20236,7608,1955,10425,9016,60369,157275,323809,507774,491071,6025,6429,4249,5692,9235,5028,1400882,1370616,9031,13763,7472,10080,18627,7594,316407,310997,701,3137,1572,2135,4146,568,893551,882504,1661,6568,2818,3890,8314,1352,121469,119287,862,1119,201,523,998,333,342495,337677,1325,2993,500,1065,2928,685,7594,7189,258,105,42,67,122,105,16041,15413,283,255,90,135,300,117,1820,1786,10,15,9,16,17,9,5842,5756,23,36,27,45,45,22,16967,16732,120,78,37,49,103,109,53265,52789,208,191,77,108,237,180,26949,22448,526,1698,2277,2719,3533,462,55717,47832,861,3239,3785,4552,6257,746,16568,12632,3548,277,111,183,316,3442,33971,28645,4670,481,175,285,546,4492,1771,10261,8308,59734,387,3618,2449,21356,601,5456,3666,32265,20,135,70,705,8,56,41,306,36,399,192,2289,121,361,471,1793,598,236,1419,1020,155728,321448,61266,117310,64474,149539,4606,7383,159,469,3994,11677,14073,23153,7156,11917,4486,3596,10,337,543,661,762,9,8742,6915,20,674,1133,1331,1609,14,184,164,708,635,1547,2361
26        ,222186,213976,1097,2835,4278,5083,6308,929,615617,599093,1834,6352,8338,9806,13222,1504,817,4351,4467,25425,60166,121733,220276,212835,1088,2675,3678,4431,5600,922,611330,596794,1815,6005,6716,8067,11370,1489,135780,132594,191,1257,1738,2123,2610,142,385499,379100,503,2654,3242,3962,5176,375,59454,58594,151,617,92,173,628,92,166489,164145,286,1824,234,432,1860,189,2864,2744,49,36,35,49,57,35,5570,5379,64,63,64,78,113,48,1527,1470,9,12,36,39,45,9,5056,4903,23,41,89,96,123,23,5340,5173,40,55,72,85,114,29,16800,16418,76,145,161,188,279,47,12110,9715,134,639,1622,1854,2029,118,25903,21683,233,1187,2800,3156,3631,200,3201,2545,514,59,83,108,117,497,6013,5166,630,91,126,155,188,607,539,4234,3310,24966,154,1425,996,8445,264,2386,1854,14234,7,36,30,202,1,30,5,164,17,160,92,927,43,164,210,838,53,33,123,156,59600,120790,20958,38033,29621,68157,1659,2501,64,147,734,1852,5291,8187,1273,1913,1910,1141,9,160,600,652,708,7,4287,2299,19,347,1622,1739,1852,15,278,117,1157,459,566,943
27        ,334535,327148,2414,2515,2458,3299,4132,1876,936070,922557,3959,5286,4268,5817,8005,3160,1255,6403,6649,37038,88710,174640,332787,326036,2411,2246,2094,2913,3521,1874,932395,920382,3950,4747,3316,4828,6551,3157,189548,187608,332,927,681,987,1302,288,559045,555089,978,1889,1089,1651,2416,862,112723,111421,663,548,91,313,417,245,303306,300622,1018,1454,212,696,1182,462,5727,5560,132,22,13,25,23,100,11968,11758,154,38,18,35,39,113,957,943,6,6,2,5,5,7,3043,3003,22,12,6,12,12,23,6008,5860,93,37,18,28,45,89,17923,17644,137,109,33,63,112,128,12579,10522,194,634,1229,1464,1628,179,25949,22622,326,1132,1869,2236,2634,294,5245,4122,991,72,60,91,101,966,11161,9644,1315,113,89,135,156,1275,1071,6325,5864,36722,320,2233,2190,13018,490,3543,2807,20829,30,118,97,617,5,30,31,160,32,177,141,992,47,150,192,764,147,74,406,342,88164,173739,26117,48653,50108,105367,2895,4665,42,101,1039,2477,6128,9510,1835,2966,1748,1112,3,269,364,386,611,2,3675,2175,9,539,952,989,1454,3,184,78,785,316,546,901
28        ,304597,288078,1946,8204,6369,7759,13183,1770,835343,800548,2950,18930,12915,15806,28954,2606,1219,7773,7409,46280,130278,293918,303697,287548,1936,8084,6129,7467,12875,1760,833416,799422,2937,18671,12386,15189,28254,2594,174663,169031,196,3392,2044,2578,4902,149,501439,488520,508,7943,4468,5753,11126,398,93240,91404,178,1558,100,213,1545,105,254966,249662,332,4754,218,494,4696,216,3271,3019,141,66,45,62,94,132,6187,5802,166,137,82,111,190,152,1210,1174,7,21,8,9,28,6,3966,3852,26,70,18,20,86,22,4462,4346,17,74,25,34,90,14,14150,13868,40,187,55,76,221,36,20898,14255,265,2678,3700,4235,5843,234,42100,29428,420,5092,7160,8175,11237,351,5953,4319,1132,295,207,336,373,1120,10608,8290,1445,488,385,560,698,1419,1097,7726,6910,46094,318,2848,1982,16708,528,4202,3889,25824,25,54,85,310,5,14,21,78,16,119,103,701,84,399,462,2075,121,90,368,398,129871,293169,47533,106205,61464,150383,2408,3878,73,182,830,2213,13820,24210,3743,6098,900,530,10,120,240,292,308,10,1927,1126,13,259,529,617,700,12,122,47,499,186,407,749
29        ,43854,41450,579,930,895,1366,1354,510,111278,107094,901,1718,1565,2343,2505,760,159,660,646,3711,15855,29488,43537,41233,575,888,841,1288,1282,507,110623,106624,894,1645,1460,2200,2365,756,31298,30341,97,514,346,588,618,66,80269,78412,219,985,653,1058,1233,147,5945,5816,74,47,8,34,29,58,16525,16299,100,102,24,66,84,76,404,399,2,1,2,3,2,1,1065,1060,2,1,2,3,2,1,164,163,1,0,0,0,0,1,563,561,2,0,0,0,0,2,974,960,3,6,5,6,10,2,3272,3245,8,11,8,9,18,6,3571,2722,105,288,456,619,581,102,6847,5440,171,495,741,1010,967,158,1181,832,293,32,24,38,42,277,2082,1607,392,51,32,54,61,366,123,652,537,3683,20,283,113,1619,34,259,238,1544,0,7,0,39,0,5,0,29,2,33,14,181,12,40,36,169,55,25,136,102,15727,29261,9189,16350,3351,7704,194,423,8,20,156,427,2183,3372,646,965,317,217,4,42,54,78,72,3,655,470,7,73,105,143,140,4,36,8,109,28,128,227
30        ,524133,498972,7030,8810,9321,12658,14794,5333,1423143,1376791,10103,19241,17008,22949,30308,7973,2194,10912,11118,63062,176662,353977,521060,496882,7019,8500,8659,11888,13930,5321,1416335,1372544,10073,18461,15257,20959,28016,7936,338240,330627,763,3675,3175,4574,5451,605,948281,932994,1818,7616,5853,8392,10930,1465,115251,111264,1962,1772,253,652,1626,697,319164,311107,2257,5162,638,1419,5019,887,7101,6602,313,120,66,158,94,216,15118,14459,357,185,117,235,184,249,1956,1917,14,10,15,19,21,11,6293,6182,49,27,35,49,48,39,11599,11239,105,184,71,95,231,95,35479,34643,193,479,164,225,582,172,34897,26632,1019,2394,4852,5985,6113,915,69388,55244,1673,4416,8055,9972,10554,1493,12016,8601,2843,345,227,405,394,2782,22612,17915,3726,576,395,667,699,3631,1816,10738,9521,62351,494,4497,3373,26250,622,5058,4103,30187,34,168,150,838,9,43,44,243,47,283,254,1612,143,468,490,2315,467,221,1107,906,175560,352041,78913,151012,63093,144475,4163,6527,187,477,2539,6859,20647,33279,6018,9412,3073,2090,11,310,662,770,864,12,6808,4247,30,780,1751,1990,2292,37,378,174,1597,711,1102,1936
31        ,501178,472237,6140,11759,11042,12747,21096,5458,1336927,1278699,9326,27372,21530,24621,45811,8265,2894,13262,18976,78421,206726,431009,498686,470538,6131,11431,10586,12147,20456,5450,1332047,1275372,9308,26750,20617,23468,44516,8247,355959,340047,842,8238,6832,7675,14227,723,982750,947431,2128,19299,13892,15527,31556,1808,96914,94900,746,1052,216,392,1092,429,252918,248389,971,3084,474,833,3199,580,4999,4800,108,39,52,64,79,45,9396,9112,131,75,78,91,140,56,2309,2218,14,53,24,32,69,12,8158,7866,50,165,77,96,223,42,4422,4170,169,58,25,37,71,163,13717,13295,212,155,55,73,192,204,21789,16294,834,1604,3057,3422,4296,790,44098,34237,1306,3220,5335,5925,7965,1234,12294,8109,3418,387,380,525,622,3288,21010,15042,4510,752,706,923,1241,4323,2728,13160,18315,78024,1486,7690,11523,45891,640,4422,4720,26834,28,77,110,425,7,67,47,395,30,155,144,854,119,484,631,2482,418,265,1140,1143,205717,429360,112490,231418,66226,153082,3576,5919,146,400,899,2237,13977,23261,8403,13043,2492,1699,9,328,456,600,640,8,4880,3327,18,622,913,1153,1295,18,166,102,661,397,1009,1649
32        ,297093,280329,2711,9537,4516,5303,13266,2096,826455,791303,3770,23445,7937,9512,29807,2976,1668,8564,11608,51630,105074,224998,296287,279782,2702,9444,4359,5119,13043,2088,824774,790178,3736,23250,7610,9146,29324,2946,191716,184862,221,4822,1811,2179,6265,180,560809,544524,654,12272,3359,4145,14845,543,70709,67220,631,2688,170,316,2712,112,188201,180027,790,6963,421,753,7052,207,5824,5556,117,115,36,51,136,112,13154,12691,129,272,62,92,304,122,1229,1189,7,26,7,11,29,7,4094,3974,27,79,14,30,77,27,4323,4172,43,73,35,44,99,39,13398,13053,72,193,80,95,258,58,15804,11983,188,1459,2174,2349,3458,178,32236,25675,285,2828,3448,3727,5997,259,6682,4800,1495,261,126,169,344,1460,12882,10234,1779,643,226,304,791,1730,1587,8515,11294,51439,876,4652,6895,28455,435,3133,3173,18989,33,198,150,1087,10,26,59,144,11,126,48,720,57,221,278,1204,165,159,691,840,104784,224489,44074,94348,43686,99957,3389,6591,65,162,829,2123,9009,14934,3732,6374,806,547,9,93,157,184,223,8,1681,1125,34,195,327,366,483,30,81,49,314,191,290,509
33        ,198269,189090,1270,3726,4183,4966,7126,918,532168,514542,1842,8287,7497,8859,14422,1402,672,3694,3579,21732,61652,122265,196373,187856,1255,3544,3718,4425,6555,907,528274,512080,1815,7937,6442,7666,13155,1386,118967,115305,128,1603,1931,2294,3171,113,330037,322932,332,3340,3433,4086,6120,291,49611,48170,477,852,112,217,859,174,128679,125431,563,2430,255,446,2494,236,1680,1610,27,18,25,31,37,13,3302,3209,32,29,32,38,55,18,1952,1902,7,19,24,28,39,7,6360,6237,20,45,58,69,92,20,8089,7860,39,140,50,69,171,34,25293,24760,75,356,102,139,421,54,11961,9604,91,804,1462,1644,2084,85,26224,22111,167,1563,2383,2660,3669,152,4113,3405,486,108,114,142,194,481,8379,7400,626,174,179,228,304,615,473,3608,2800,21412,133,1297,760,7608,207,1859,1528,11309,5,24,21,128,3,24,20,144,20,172,133,1017,31,173,150,941,74,59,188,265,60829,120874,23644,44432,27414,59023,1028,1556,106,298,1261,3445,5476,8963,1900,3157,1896,1234,15,182,465,541,571,11,3894,2462,27,350,1055,1193,1267,16,199,86,779,320,823,1391
34        ,257194,245519,1107,4825,5743,7047,9264,912,674769,651952,1790,10839,10188,12471,18744,1451,725,4163,3611,24328,80210,152265,255425,244379,1101,4641,5304,6550,8699,904,670897,649551,1779,10414,9153,11303,17417,1434,152023,147300,172,1921,2630,3370,3811,149,410651,401834,446,3765,4606,5866,7111,373,68817,66869,156,1703,89,175,1706,52,177810,172658,264,4723,165,391,4662,116,3825,3702,34,31,58,71,76,24,7549,7367,45,56,81,100,118,30,1614,1576,5,14,19,21,31,5,5145,5046,19,40,40,48,72,19,8553,8302,29,99,123,147,198,22,26472,25888,58,265,261,316,471,41,15519,12354,102,789,2274,2623,2714,87,33099,27685,177,1423,3814,4355,4696,142,5074,4276,603,84,111,143,163,565,10171,9073,770,142,186,227,287,713,498,4050,2745,23900,141,1483,799,8645,205,2055,1425,12475,12,46,32,264,8,23,35,129,9,184,54,1086,31,186,176,982,92,73,224,319,79637,151312,30528,54076,35931,74746,2363,3719,82,181,1360,3549,7195,11411,2178,3630,1769,1140,6,184,439,497,565,8,3872,2401,11,425,1035,1168,1327,17,227,113,866,428,573,953
35        ,188596,181753,1260,3400,2183,2992,4774,957,519102,506031,1833,7547,3691,5102,9827,1410,647,4063,3804,24272,65293,139010,188122,181418,1258,3361,2085,2880,4651,956,518011,505362,1817,7430,3402,4783,9451,1399,112219,109656,134,1406,1023,1492,1960,110,321743,316890,383,2787,1683,2532,3621,315,60499,58507,517,1423,52,161,1366,274,161080,156618,642,3688,132,344,3608,353,1831,1781,24,10,16,26,16,17,3825,3761,25,12,27,39,27,18,829,809,2,13,5,6,17,2,2661,2607,2,41,11,16,47,2,2790,2729,15,27,19,24,41,12,8653,8512,34,69,38,57,88,25,7340,5937,61,415,927,1103,1166,51,15215,12942,97,719,1457,1708,1925,80,2614,1999,505,67,43,68,85,490,4834,4032,634,114,54,87,135,606,555,4045,3413,24202,210,1723,1428,10248,247,2095,1577,12701,16,26,106,162,4,15,21,80,13,75,79,418,10,75,31,422,55,36,171,171,65157,138775,23850,47733,34839,80223,1016,1686,35,87,480,1236,3588,5654,1349,2156,474,335,2,39,98,112,123,1,1091,669,16,117,289,319,376,11,92,18,391,70,136,235
36        ,107529,104563,177,1806,983,1164,2608,128,289379,283322,377,3983,1697,2034,5343,267,325,2669,1870,14640,43250,92669,107329,104464,177,1779,909,1085,2512,128,288935,283109,377,3923,1526,1856,5119,267,49846,48828,56,655,307,369,900,41,140423,138429,151,1336,507,624,1726,107,38059,37876,50,121,12,43,102,29,100638,100233,100,279,26,99,232,61,2086,2067,3,8,8,10,14,1,4480,4444,4,15,17,21,28,1,1127,1104,3,15,5,8,17,3,3791,3721,6,55,9,20,53,6,5880,5481,10,339,50,55,384,6,17624,16470,23,1016,115,127,1119,16,9252,8130,24,608,490,556,1032,18,19674,17675,45,1158,796,894,1856,31,1079,978,31,33,37,44,63,30,2305,2137,48,64,56,71,105,45,294,2657,1738,14596,56,592,324,3232,164,1527,1027,8608,2,33,7,182,3,33,17,181,30,259,180,1369,31,197,156,954,8,16,27,70,43187,92552,10770,21714,23933,54882,1417,2470,39,88,1666,4270,4921,8360,441,768,200,99,0,27,74,79,96,0,444,213,0,60,171,178,224,0,31,12,132,44,63,117
37        ,241668,233175,2442,3180,2871,3579,5343,2052,637205,622150,3516,6688,4851,6042,10348,2975,701,3957,3298,22757,84822,167739,240657,232618,2434,3048,2557,3200,4962,2048,635145,621015,3503,6423,4204,5270,9561,2970,154790,151937,240,1455,1158,1463,2308,202,419007,413659,582,2833,1933,2430,4269,477,46795,45749,403,575,68,140,571,140,122190,119891,521,1612,166,306,1638,230,3295,3104,135,35,21,48,29,116,6248,6020,151,44,33,64,46,130,3030,2937,15,42,36,39,75,11,10414,10134,53,131,96,106,217,42,8610,8445,49,94,22,31,107,41,27698,27332,97,231,38,57,250,66,17749,15525,282,770,1172,1360,1754,266,37215,33518,436,1441,1820,2134,2947,415,6388,4921,1310,77,80,119,118,1272,12373,10461,1663,131,118,173,194,1610,557,3917,2728,22610,145,1520,787,8601,207,1782,1301,10655,13,58,46,392,7,37,39,197,18,214,83,1236,29,208,113,1105,138,98,359,424,84436,167124,38140,72344,29740,66506,2212,3352,132,321,1745,5002,9162,14322,3305,5277,1011,557,8,132,314,379,381,4,2060,1135,13,265,647,772,787,5,144,40,570,147,386,615
38        ,357187,342891,2329,8452,3515,4179,11303,2035,966967,936395,3483,20761,6328,7597,25820,3050,1510,9292,9531,56115,147693,325160,356087,342155,2322,8330,3280,3887,11003,2026,964680,934944,3470,20504,5762,6910,25118,3030,196830,192907,232,2689,1002,1232,3461,196,565965,557063,626,6409,1867,2370,7773,514,115724,112544,332,2651,197,325,2720,149,298859,290482,530,7424,423,681,7589,303,5015,4784,79,68,84,90,146,41,11193,10827,92,136,138,148,264,55,1094,1063,5,16,10,11,25,4,3491,3410,11,42,28,29,69,9,6566,6142,59,359,6,14,357,57,21535,20230,98,1197,10,30,1187,91,24877,20445,233,2337,1862,2017,4044,223,52818,44387,365,4940,3126,3384,7808,351,5981,4270,1382,210,119,198,250,1356,10819,8545,1748,356,170,268,428,1707,1390,9249,9030,55962,398,3460,2807,20855,704,4850,5023,29524,24,132,122,786,7,23,34,131,38,307,291,1904,67,410,353,2448,152,67,400,314,147236,324388,47082,104391,75713,173022,3396,6642,77,191,2043,6507,15388,28054,3537,5581,1100,736,7,122,235,292,300,9,2287,1451,13,257,566,687,702,20,120,43,501,153,457,772
39        ,178199,172406,2380,1792,1621,2187,2847,2081,496328,486101,3582,3880,2765,3763,5647,3169,817,3657,4003,21098,48691,99180,176084,170639,2373,1667,1405,1930,2547,2073,491756,482330,3567,3561,2298,3194,4963,3150,104522,102805,258,806,653,891,1221,233,298628,295273,640,1620,1095,1528,2282,581,40838,40013,388,397,40,130,347,204,116337,114548,584,1107,98,253,1050,373,3080,2938,98,31,13,31,26,57,6317,6116,124,63,14,39,52,82,1199,1181,8,6,4,7,7,7,3832,3781,22,19,10,19,20,19,7752,7614,67,50,21,30,62,55,24176,23907,119,108,42,62,130,85,10587,9531,138,304,614,754,778,123,24949,23223,250,528,948,1162,1262,217,8106,6557,1416,73,60,87,106,1394,17517,15482,1828,116,91,131,167,1793,704,3567,3523,20736,206,1326,1360,7798,205,1689,1354,10144,12,50,33,251,3,24,15,122,19,168,98,957,47,168,182,851,212,142,481,613,48003,97953,17354,32183,20215,46871,1757,2739,88,235,1406,3717,4010,6733,3173,5475,2115,1767,7,125,216,257,300,8,4572,3771,15,319,467,569,684,19,113,90,480,362,688,1227
40        ,130782,125845,595,1725,2617,3164,3795,440,365045,355363,1027,3828,4827,5861,7621,777,438,2712,2659,16384,39275,81475,130075,125459,591,1641,2384,2894,3515,436,363455,354498,1015,3621,4321,5274,6989,762,71040,69075,101,783,1081,1347,1598,79,202973,198990,282,1644,2057,2529,3229,219,41704,41185,148,339,32,100,303,56,116698,115438,236,971,53,237,840,115,1081,1003,48,8,22,24,28,34,1896,1788,58,17,33,39,44,44,1406,1369,11,11,15,18,23,9,4848,4741,31,38,38,49,65,25,4336,4223,28,40,45,53,77,24,13933,13691,56,90,96,105,177,43,8836,7203,76,424,1133,1281,1409,70,19696,16810,129,805,1952,2197,2512,113,1672,1401,179,36,56,71,77,164,3411,3040,223,56,92,118,122,203,325,2665,2169,16190,99,833,696,4974,163,1511,1176,9454,4,7,17,35,3,28,21,153,13,125,88,730,26,147,117,782,17,14,54,62,39024,81092,11997,21957,21164,49016,713,949,54,152,803,2155,3626,5757,667,1106,707,386,4,84,233,270,280,4,1590,865,12,207,506,587,632,15,113,47,490,194,251,383
41        ,153810,148552,1046,2405,1807,2616,3403,935,410210,400026,1759,5305,3120,4507,7038,1533,424,2376,2093,14003,41766,77493,152347,147442,1027,2281,1597,2362,3113,923,407261,397822,1716,4971,2752,4056,6419,1503,94512,92429,203,1015,865,1288,1457,173,257306,253260,521,1996,1529,2243,2811,437,38726,37934,66,684,42,93,675,53,104055,101925,134,1906,90,227,1859,100,1570,1459,60,35,16,43,24,36,3177,3040,61,45,31,60,47,36,1469,1430,15,16,8,16,16,15,5107,4985,61,40,21,36,46,60,3856,3759,33,46,18,26,56,29,11822,11615,52,117,38,55,138,43,9214,7986,184,430,614,833,825,165,19831,17780,288,773,990,1339,1414,245,3000,2445,466,55,34,63,60,452,5963,5217,599,94,53,96,104,582,310,2319,1644,13771,80,756,437,4469,128,1283,898,7746,1,22,8,129,2,30,9,174,12,91,59,542,17,99,70,536,70,38,163,175,41257,76658,16305,27366,18698,39102,861,1276,43,107,602,1484,3673,5602,1075,1721,1463,1110,19,124,210,254,290,12,2949,2204,43,334,368,451,619,30,114,57,449,232,509,835
42        ,358160,340026,1563,8076,8495,9976,15090,1151,995261,957723,2367,19396,15775,18647,32299,1803,1418,9409,9268,55057,122556,263917,356581,338939,1556,7911,8175,9605,14656,1147,991979,955491,2351,19047,15090,17859,31368,1795,224506,216282,170,3895,4159,5099,7114,146,642663,625385,465,8806,8007,9844,14976,384,99828,96990,451,2232,155,262,2280,113,273700,266241,627,6517,315,557,6590,244,4379,4188,22,123,46,60,155,17,9848,9423,26,314,85,107,377,18,1527,1437,8,34,48,51,79,6,5028,4777,23,101,127,131,224,18,4629,4508,26,65,30,35,90,24,14888,14589,36,181,82,97,248,34,17417,12339,134,1403,3541,3845,4640,116,37858,28667,232,2829,6130,6681,8408,190,4295,3195,745,159,196,253,298,725,7994,6409,942,299,344,442,545,907,1297,9332,8803,54758,469,3951,3291,22661,619,4685,4620,28174,12,100,70,565,3,31,24,187,27,164,155,988,71,340,399,1899,96,61,244,284,121989,262986,48430,98780,57754,135103,2528,4737,107,252,1005,3018,9888,17394,2277,3702,1579,1087,7,165,320,371,434,4,3282,2232,16,349,685,788,931,8,121,77,465,299,567,931
